req_id,source,title,status_in_db,evidence_present,ct_route_module_guess,notes
EXC-ITEM-05,EXCEPTIONS_31,Approvals stuck,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(5,...) -> findStuckApprovals","EXC-ITEM-05 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-06,EXCEPTIONS_31,Wrong approval given,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(6,...) -> findSelfApprovedChangeOrders","EXC-ITEM-06 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-07,EXCEPTIONS_31,Work without approval happened,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(7,...) -> findWorkWithoutApprovedBoq","EXC-ITEM-07 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-08,EXCEPTIONS_31,Work happened not captured,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(8,...) -> findDiaryWithoutProgressEntry (shared with 1)","EXC-ITEM-08 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-09,EXCEPTIONS_31,Work happened not billed,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(9,...) -> findProgressNeverBilled","EXC-ITEM-09 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-10,EXCEPTIONS_31,Work disputed with vendor,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(10,...) -> findOpenVendorDisputes","EXC-ITEM-10 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-11,EXCEPTIONS_31,Work disputed by customer,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(11,...) -> findOpenCustomerComplaints(work_dispute)","EXC-ITEM-11 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-12,EXCEPTIONS_31,Customer complained,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(12,...) -> findOpenCustomerComplaints","EXC-ITEM-12 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-13,EXCEPTIONS_31,New SCOPE OF WORK decided,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(13,...) -> findNewBoqRevisions","EXC-ITEM-13 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-14,EXCEPTIONS_31,New BOQ decided,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(14,...) -> findNewBoqRevisions (shared with 13)","EXC-ITEM-14 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-15,EXCEPTIONS_31,Approval from customer on new SCOPE OF WORK,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(15,...) -> findBoqWithoutCustomerApproval","EXC-ITEM-15 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-16,EXCEPTIONS_31,Approval from customer on new BOQ,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(16,...) -> findBoqWithoutCustomerApproval (shared with 15)","EXC-ITEM-16 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-17,EXCEPTIONS_31,Approvals given without comparing SCOPE OF WORK AND BOQ,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(17,...) -> findApprovalsWithoutBoqComparison","EXC-ITEM-17 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-18,EXCEPTIONS_31,Material ordered WITHOUT SCOPE OF WORK AND BOQ,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(18,...) -> findMaterialWithoutBoqLine","EXC-ITEM-18 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-19,EXCEPTIONS_31,"Material ordered twice, or late",NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(19,...) -> findLateOrDuplicateMaterial","EXC-ITEM-19 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-20,EXCEPTIONS_31,The daily report never arrives,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(20,...) -> findMissingDailyReports","EXC-ITEM-20 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-21,EXCEPTIONS_31,"Manpower on paper, payroll disputes",NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(21,...) -> findUnlinkedRoster","EXC-ITEM-21 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-22,EXCEPTIONS_31,"Multiple versions of the BOQ -- which one is final, which is worked upon",NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(22,...) -> findAmbiguousBoqVersions","EXC-ITEM-22 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-23,EXCEPTIONS_31,Subcontractor invoices don't match the work,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(23,...) -> findMismatchedSubcontractorInvoices","EXC-ITEM-23 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-24,EXCEPTIONS_31,"Snags lost, retention held",NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(24,...) -> findOverdueSnags + findRetentionHeldDespiteSnagsClosed","EXC-ITEM-24 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-25,EXCEPTIONS_31,The user decides from memory,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(25,...) -> findApprovalsWithoutEvidence","EXC-ITEM-25 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-26,EXCEPTIONS_31,The user forgets,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(26,...) -> findMissingDailyReports (shared with 20)","EXC-ITEM-26 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-27,EXCEPTIONS_31,The user doesn't remember,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(27,...) -> findMaterialWithoutBoqLine (shared with 18)","EXC-ITEM-27 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-28,EXCEPTIONS_31,The user reports wrong but it should be caught by software,NOT_IN_DB (no platform row for this item),N,"v1/projexa/exceptions -> getProjectExceptions() push(28,...) -> findProgressRegressions","EXC-ITEM-28 is a positional label, NOT an existing ID: the KT directive lists the items in order without IDs; ct code numbers them 1-28 as item. Detector present on origin/main 025eea08 construction-exceptions-service.ts. TRUTH_REPORT_EXCEPTIONS_31.md (2026-09-21, AI-authored, not re-verified here) rates this item in its own table."
EXC-ITEM-29,EXCEPTIONS_31,The software should do all above (META),NOT_IN_DB (no platform row for this item),N,"n/a (meta statement, no detector)","EXC-ITEM-29 is a positional label, NOT an existing ID. KT doc marks it meta, not individually testable. TRUTH_REPORT labels item 29 differently (inferred CAPTURE/ANALYZE/FIX) - conflict; KT doc text is the verbatim list."
EXC-ITEM-30,EXCEPTIONS_31,"The software should have proper engine, wiring, logic, calculation for all above (META)",NOT_IN_DB (no platform row for this item),N,"n/a (meta statement, no detector)","EXC-ITEM-30 is a positional label, NOT an existing ID. KT doc marks it meta, not individually testable. TRUTH_REPORT labels item 30 differently (inferred CAPTURE/ANALYZE/FIX) - conflict; KT doc text is the verbatim list."
EXC-ITEM-31,EXCEPTIONS_31,"PROJEXA-AI.COM should be able to capture, analyze, fix all of these as software for every project (META)",NOT_IN_DB (no platform row for this item),N,"n/a (meta statement, no detector)","EXC-ITEM-31 is a positional label, NOT an existing ID. KT doc marks it meta, not individually testable. TRUTH_REPORT labels item 31 differently (inferred CAPTURE/ANALYZE/FIX) - conflict; KT doc text is the verbatim list."
